TIPO;NOME;DIRETORIA;DEPENDENCIA ADMINISTRATIVA;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;SITUACAO;DISTRITO;LATITUDE;LONGITUDE;CIDADE;ESTADO;DDD;EMAIL;COMPLEMENTO
0;LUCIANO BIGARELLI ESCOLA MUNICIPAL;SAO ROQUE;MUNICIPAL;;ALAMEDA ANGELICA;40;PARQUE RUTH MARIA;6730000;41592994;NULL;;VARGEM GRANDE PAULISTA;;;VARGEM GRANDE PAULISTA;SP;11;CRECHELUCIANO.BIGARELLI@GMAIL.COM;RUA
0;MATTEO BEI EMEI;SAO VICENTE;MUNICIPAL;;RUA FREI GASPAR;2236;PARQUE SAO VICENTE;11340000;34670318;34678339;;SAO VICENTE;;;SAO VICENTE;SP;13;MATTEOZINHO_SV@YAHOO.COM.BR;RUA
0;NEUSA DA SILVA LUIZ CRECHE MUNICIPAL;SAO VICENTE;MUNICIPAL;;RUA MARTINS FONTES;1074;CATIPOA;11390200;34670375;NULL;;SAO VICENTE;;;SAO VICENTE;SP;13;NULL;AVENIDA
0;BEM-TE-VI COLEGIO MUNICIPAL;ITAPEVI;MUNICIPAL;;MAURO ;245;VILA MACLAPE;6528471;41561377;41563961;;SANTANA DE PARNAIBA;;;SANTANA DE PARNAIBA;SP;11;SME.BEMTEVI@EDU.SANTANADEPARNAIBA.SP.GOV.BR;RUA
0;MARIA ROSEMARY DE AZEVEDO EM;MAUA;MUNICIPAL;;AVENIDA PRESIDENTE CASTELO BRANCO;2737;JARDIM ZAIRA;9321970;45186430;NULL;;MAUA;;;MAUA;SP;11;E.M.MARIAROSEMARYAZEVEDO@HOTMAIL.COM;NULL
0;RIO DO PEIXE EM;BRAGANCA PAULISTA;MUNICIPAL;;RIO DO PEIXE;SN;RIO DO PEIXE;13960000;38559633;NULL;;SOCORRO;;;SOCORRO;SP;19;CAMPOESCOLAS@HOTMAIL.COM;RUA
0;BAIRRO DIVININHO EMEIEF;BRAGANCA PAULISTA;MUNICIPAL;;DIVININHO;SN;DIVININHO;12960970;45973627;NULL;;NAZARE PAULISTA;;;NAZARE PAULISTA;SP;11;EDUCACAO@NAZAREPAULISTA.SP.GOV.BR;NULL
0;BAIRRO DOS FERREIRAS EMEIEF;BRAGANCA PAULISTA;MUNICIPAL;;FERREIRAS;SN;FERREIRAS;12960000;45973668;NULL;;NAZARE PAULISTA;;;NAZARE PAULISTA;SP;11;EDUCACAO@NAZAREPAULISTA.SP.GOV.BR;RUA
0;BAIRRO MASCATE GRANDE DE CIMA EMEIEF;BRAGANCA PAULISTA;MUNICIPAL;;MASCATE GRANDE DE CIMA;SN;MASCATE GRANDE DE CIMA;12960000;45973627;NULL;;NAZARE PAULISTA;;;NAZARE PAULISTA;SP;11;EDUCACAO@NAZAREPAULISTA.SP.GOV.BR;RUA
0;BAIRRO MORRO GRANDE EMEIEF;BRAGANCA PAULISTA;MUNICIPAL;;MORRO GRANDE;SN;MORRO GRANDE;12960000;45973668;NULL;;NAZARE PAULISTA;;;NAZARE PAULISTA;SP;11;EDUCACAO@NAZAREPAULISTA.SP.GOV.BR;RUA
0;DORALI APARECIDA PINHEIRO - PROFA DORA EMEIEF;BRAGANCA PAULISTA;MUNICIPAL;;QUATRO CANTOS;SN;QUATRO CANTOS;12960000;45973668;NULL;;NAZARE PAULISTA;;;NAZARE PAULISTA;SP;11;EDUCACAO@NAZAREPAULISTA.SP.GOV.BR;RUA
0;MARIA HELENA BRAGA MONTES SERRAT DOUTORA EMEI;RIBEIRAO PRETO;MUNICIPAL;;RONDONIA ;1020;SUMAREZINHO;14055230;39667007;NULL;;RIBEIRAO PRETO;;;RIBEIRAO PRETO;SP;16;MHELENA@PMRP.COM.BR;RUA
0;TERESA HENDRICA ANTONISSEN EMEI;RIBEIRAO PRETO;MUNICIPAL;;PIRANGI ;SN;JARDIM AEROPORTO;14078410;39968053;NULL;;RIBEIRAO PRETO;;;RIBEIRAO PRETO;SP;16;TERESA@EDUCACAO.PMRP.COM.BR;RUA
0;MARIA APARECIDA BORGES DE OLIVEIRA BONINI PROFA EMEI;RIBEIRAO PRETO;MUNICIPAL;;B-16 ;375;JARDIM PROGRESSO;14031835;39642006;NULL;;RIBEIRAO PRETO;;;RIBEIRAO PRETO;SP;16;MAPPARECIDA@EDUCACAO.PMRP.COM.BR;RUA
0;CANDIDO PORTINARI CIDADE SERODIO ESCOLA PREFEITURA GUARULHOS;GUARULHOS NORTE;MUNICIPAL;;BAYEUX ;66;CIDADE SERODIO;7151410;24660116;24696595;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;RUA
0;CARLOS DRUMOND DE ANDARADE ESCOLA DA PREFEITURA DE GUARULHOS;GUARULHOS NORTE;MUNICIPAL;;MARCIAL LOURENCO SERODIO ;100;CIDADE SERODIO;7151370;24660818;24692342;;GUARULHOS SUL;;;GUARULHOS;SP;11;NULL;AVENIDA
0;TAKAO ONO PREFEITO EMEIEF;BRAGANCA PAULISTA;MUNICIPAL;;BUENOS AIRES ;SN;JARDIM DAS CEREJEIRAS;12951110;44183167;NULL;;ATIBAIA;;;ATIBAIA;SP;11;EMEFTAKAONO@YAHOO.COM.BR;RUA
0;EVA CORDULLA HAUER VALLEJO EMEIF;BRAGANCA PAULISTA;MUNICIPAL;;JUCA SANCHES ;SN;ESTANCIA PARQUE DE ATIBAIA;12954070;44111595;NULL;;ATIBAIA;;;ATIBAIA;SP;11;EMEFVAVALEJO@YAHOO.COM.BR;ESTRADA MUNICIPAL
0;LUIZ PIERUZZI NETTO PROF DR UNIDADE MUNICIPAL DE ENSINO;SANTOS;MUNICIPAL;;MARTINS FONTES ;1241;VILA NOVA;11525090;33725222;NULL;;CUBATAO;;;CUBATAO;SP;13;UMEPROFLUIZPIERUZZI@GMAIL.COM;AVENIDA
0;GENY BARBOSA GENOVEZ PROFA ESCOLA MUNICIPAL;ADAMANTINA;MUNICIPAL;;AVENIDA SENADOR PIZZA;1194;CENTRO;17930000;38514474;NULL;;TUPI PAULISTA;;;TUPI PAULISTA;SP;18;NULL;RUA
0;MARIA SALETE BASILE SALES EMEIF;ITAPETININGA;MUNICIPAL;;RUA DAS ORQUIDEAS;484;JARDIM ELISA VOLPI;18240000;32551719;NULL;;ANGATUBA;;;ANGATUBA;SP;15;EMEIF.MARIASALETEBSALES@GMAIL.COM;RUA
0;ESTRELINHA DOURADA EMEI;MARILIA;MUNICIPAL;;ALVARO LOURENCO DOS SANTOS ;159;NUCLEO HABITACIONAL PRESIDENTE JANIO DA SILVA QUAD;17511723;34252270;NULL;;MARILIA;;;MARILIA;SP;14;EMEIESTRELINHA.MARILIA@OUTLOOK.COM;RUA
0;BEM TE VI EMEI;MARILIA;MUNICIPAL;;RAIMUNDO GONCALVES FERREIRA ;54;CONJUNTO HABITACIONAL PAULO LUCIO NOGUEIRA;17523211;34516134;NULL;;MARILIA;;;MARILIA;SP;14;EMEIBEMTEVI@HOTMAIL.COM;RUA
0;OLAVO LAZARO MUNHOZ SOARES PROF EMEIEF;ITU;MUNICIPAL;;RUA BENEDITO ANTONIO DE CAMPOS ;381;RESIDENCIAL DE LORENZI;18550000;32635640;NULL;;BOITUVA;;;BOITUVA;SP;15;OLAVOMUNHOZ@BOITUVA.SP.GOV.BR;RUA
0;DIRCE BOEMER GUEDES DE AZEVEDO EMEF;BAURU;MUNICIPAL;;RUA ANTONIO DEZEMBRO;mai/15;PARQUE BAURU;17031654;32819271;NULL;;BAURU;;;BAURU;SP;14;EMEFDIRCE@BAURU.SP.GOV.BR;RUA
0;ETELVINO RODRIGUES MADUREIRA EMEF;BAURU;MUNICIPAL;;RUA SERVERINO DANTAS DE SOUZA;mai/15;JARDIM FLORIDA;17025161;32771422;NULL;;BAURU;;;BAURU;SP;14;EMEFETELVINO@BAURU.SP.GOV.BR;RUA
0;WALDOMIRO FANTINI EMEF;BAURU;MUNICIPAL;;PRIMO PEGORARO ;fev/45;PARQUE SANTA CANDIDA;17057666;32389967;NULL;;BAURU;;;BAURU;SP;14;EMEFWALDOMIRO@BAURU.SP.GOV.BR;RUA
0;NASSIB CURY PROFESSOR EMEB;JUNDIAI;MUNICIPAL;;ROBERTO GASPARI ;380;FAZENDA GRANDE;13212410;44928823;NULL;;JUNDIAI;;;JUNDIAI;SP;11;EMEBNCURY@JUNDIAI.SP.GOV.BR;RUA
0;CLINEU ALMEIDA DOUTOR CRECHE MUNICIPAL;ARACATUBA;MUNICIPAL;;RUA CORIFEU DE AZEVEDO MARQUES;922;CONTINENTAL;16700000;34062817;NULL;;GUARARAPES;;;GUARARAPES;SP;18;EDUCACAO.GUARARAPES@TERRA.COM.BR;RUA
0;PEQUENINA FLOR EMEI;CAPIVARI;MUNICIPAL;;RUA DIMAS PEREIRA;50;SAO JUDAS TADEU;13350000;38211192;38212412;;ELIAS FAUSTO;;;ELIAS FAUSTO;SP;19;NULL;AVENIDA
0;MARIA JOSE RODRIGUES EMEB;SAO BERNARDO DO CAMPO;MUNICIPAL;;HENRIQUE ROSA ;753;DOS FINCO;9831505;43549829;43850249;;SAO BERNARDO DO CAMPO;;;SAO BERNARDO DO CAMPO;SP;11;MARIA.JOSE.RODRIGUES@SAOBERNARDO.SP.GOV.BR;ESTRADA
0;ELIZA ZACARIAS VECCHIO CENTRO EDUCACIONAL INTEGRAL;ITU;MUNICIPAL;;RUA CALCITA;100;JACARE;13318000;44091640;NULL;;JACARE;;;CABREUVA;SP;11;EMEBELIZA@CABREUVA.SP.GOV.BR;JARDIM COLINA DA SERRA
0;CARMEN APARECIDA DE CARVALHO RAMOS PROFA EMEI;RIBEIRAO PRETO;MUNICIPAL;;VICTOR JOAO CASTANIA ;2085;JARDIM PAIVA;14056768;39633347;NULL;;RIBEIRAO PRETO;;;RIBEIRAO PRETO;SP;16;CACRAMOS@EDUCACAO.PMRP.COM.BR;RUA
0;ANTONIO PEGORARI EMEB;LIMEIRA;MUNICIPAL;;ESTRADA CMS 162;KM 2;NOVA CAMPINAS;13150000;98159525;NULL;;COSMOPOLIS;;;COSMOPOLIS;SP;19;ANTONIOPEGORARI@GMAIL.COM;AVENIDA
0;JOAO BATISTA MARIA RIGOTTI MONSENHOR EMEB;LIMEIRA;MUNICIPAL;;RUA TOMAZ ANTONIO GONZAGA;SN;COQUEIROS;13150000;38124122;NULL;;COSMOPOLIS;;;COSMOPOLIS;SP;19;MONSENHORIGOTTI@YAHOO.COM.BR;AVENIDA
0;EVA APARECIDA ESTANCIAL TEODORO EMEI;MOGI MIRIM;MUNICIPAL;;RUA FRANCISCO FERRARI;25;JARDIM IPE VI;13846360;38310498;NULL;;MOJI GUACU;;;MOGI GUACU;SP;19;SETOR2.ADM@GMAIL.COM;RUA
0;JEANNE PAULE SCHELLEN VAN PARYS CEI;MOGI MIRIM;MUNICIPAL;;JOAO QUINELLI ;180;JARDIM DAS LARANJEIRAS (MARTINHO PRADO JUNIOR);13855140;38411653;NULL;;MARTINHO PRADO JUNIOR;;;MOGI GUACU;SP;19;CEIJEANNEVANPARYS@GMAIL.COM;AVENIDA
0;ANTONIO CARNEVALLE FILHO PROF EMEF;MOGI MIRIM;MUNICIPAL;;CRISTOVAO COLOMBO ;2101;VILA PARAISO;13843034;38182289;38184855;;MOJI GUACU;;;MOGI GUACU;SP;19;EMEFCARNEVALLE@HOTMAIL.COM;RUA
0;LUIZA DE LIMA TEIXEIRA EMEB;SAO JOAO DA BOA VISTA;MUNICIPAL;;JOSE JORGE DA ROSA ;1500;JARDIM IPE;13876591;36234650;NULL;;SAO JOAO DA BOA VISTA;;;SAO JOAO DA BOA VISTA;SP;19;EMEBLUIZADELIMA@SAOJOAO.SP.GOV.BR;RUA
0;FLAVIO CIPRIANO BARBOSA UNIDADE MUNICIPAL DE EDUCACAO;SANTOS;MUNICIPAL;;FELICIANO NARCISO BICUDO CORONEL;598;SAO MANOEL;11095030;32998489;NULL;;SANTOS;;;SANTOS;SP;13;FLAVIOCIPRIANO-SEDUC@SANTOS.SP.GOV.BR;RUA
0;OSWALDO JUSTO UNIDADE MUNICIPAL DE EDUCACAO;SANTOS;MUNICIPAL;;ANA SANTOS ;125;CHICO DE PAULA;11085350;32999009;NULL;;SANTOS;;;SANTOS;SP;13;NULL;TRAVESSA
0;SAO JOSE EM;ASSIS;MUNICIPAL;;AVENIDA DOS LIRIOS;480;CENTRO;19820000;33291492;NULL;;TARUMA;;;TARUMA;SP;18;EMSAOJOSE@TARUMA.SP.GOV.BR;AVENIDA
0;JOSE ROBERTO FELICIO DOUTOR EMEI;RIBEIRAO PRETO;MUNICIPAL;;SEBASTIAO MARTINS VIANA ;530;RECREIO ANHANGUERA;14097020;39952121;NULL;;RIBEIRAO PRETO;;;RIBEIRAO PRETO;SP;16;JRFELICIO@EDUCACAO.PMRP.COM.BR;RUA
0;HELENA LOCATELLI CARMONA CENTRO MUNICIPAL EDUCACAO INFANTIL;JOSE BONIFACIO;MUNICIPAL;;RUA EDUARDO ALVES FERREIRA;365;NOVA TANABI;15170000;32723207;NULL;;TANABI;;;TANABI;SP;17;CMEIHELENALCARMONA@HOTMAIL.COM;RUA
0;LEONARDO BALTHAZAR MARAO CENTRO MUNICIPAL EDUCACAO INFANTIL;JOSE BONIFACIO;MUNICIPAL;;RUA MONTEIRO LOBATO;779;CENTRO;15170000;32721361;NULL;;TANABI;;;TANABI;SP;17;CMEIMARAO@HOTMAIL.COM;RUA
0;SERGIO BATOCCHIO GONCALVES CMEI;JOSE BONIFACIO;MUNICIPAL;;RUA ANUNCIATA COSTA BENETTI;SN;JARDIM CENTENARIO;15170000;32742423;NULL;;TANABI;;;TANABI;SP;17;CMEISERGIOBATOCCHIOGONCALVES@GMAIL.COM;RUA
0;CARLOS BAYERLEIN EMEF;CAIEIRAS;MUNICIPAL;;FLORIANO PEIXOTO ;345;SERPA;7715005;44459156;NULL;;CAIEIRAS;;;CAIEIRAS;SP;11;LUCIANA.BERTTI@CAIEIRAS.SP.GOV.BR;RUA
0;MARGARETH ALVES MARTINS FERREIRA CRECHE MUNICIPAL;ANDRADINA;MUNICIPAL;;RUA SAO PAULO;840;VILA FLORIANO;15370000;37044363;NULL;;PEREIRA BARRETO;;;PEREIRA BARRETO;SP;18;EDUCACAO@PEREIRABARRETO.SP.GOV.BR;RUA
0;ALFREDO DE ALMEIDA CRECHE MUNICIPAL EMEB;FRANCA;MUNICIPAL;;RUA GERALDO BATISTA GABRIEL;SN;NOVA PEDREGULHO;14470000;31711710;31712859;;PEDREGULHO;;;PEDREGULHO;SP;16;EDUCACAO@PEDREGULHO.SP.GOV.BR;PRACA
0;CONCEICAO COLOMBO MOTA CENTRO DE EDUCACAO PRE ESCOLAR;CATANDUVA;MUNICIPAL;;RUA ANGELINA SCARMAGNANI COLOMBO;145;JARDIM COLOMBO;15950000;35712308;NULL;;SANTA ADELIA;;;SANTA ADELIA;SP;17;EDUCACAO.SANTAADELIA@HOTMAIL.COM;RUA
0;MARIA OTILIA NEIX CRECHE MUNICIPAL;RIBEIRAO PRETO;MUNICIPAL;;RUA ANTONIO ALVES;159;VILA CRISTAL;14340000;36643374;36644144;;BRODOSQUI;;;BRODOWSKI;SP;16;DEPTOMEDUCACAU@COM4.COM.BR;RUA
0;JOAO ORTIZ ENG ESCOLA MUNICIPAL DE CIENCIAS AERONAUTICAS;TAUBATE;MUNICIPAL;;TOME PORTES DEL REI ;507;VILA SAO JOSE;12070610;36087579;NULL;;TAUBATE;;;TAUBATE;SP;12;EMCATAUBATE@YAHOO.COM.BR;AVENIDA
0;ARTHUR SALVATTI FREI EMEF;TAUBATE;MUNICIPAL;;JOSE ORTIZ PATTO;2700;RESIDENCIAL SANTO ANTONIO;12072010;36080271;36084318;;TAUBATE;;;TAUBATE;SP;12;EMEFFREISALVATI@EDUCACAOTAUBATE.SP.GOV.BR;AVENIDA
0;ERNANI BARROS MORGADO EMEF;TAUBATE;MUNICIPAL;;RUA PROJETADA;269;CAVARUCANGUERA;12070610;36084905;NULL;;TAUBATE;;;TAUBATE;SP;12;EMEFERNANIBARROS@EDUCACAOTAUBATE.SP.GOV.BR;AVENIDA
0;WALTER THAUMATURGO PROF EMEF;TAUBATE;MUNICIPAL;;IVAN DA SILVA CUNHA ;100;PARQUE SAO LUIS;12061470;36214566;NULL;;TAUBATE;;;TAUBATE;SP;12;EMEFWALTERTHAUMATURGO@EDUCACAOTAUBATE.SP.GOV.BR;RUA
0;MANOEL ROQUE EMEF;CATANDUVA;MUNICIPAL;;RUA BANDEIRANTES;SN;VALE FORMOSO;14960000;35411108;NULL;;VALE FORMOSO;;;NOVO HORIZONTE;SP;17;MANOEL.ROQUE@GMAIL.COM;RUA
0;MARIA DE MAGALHAES CASTRO PROFA EMEF;JAU;MUNICIPAL;;JOSE MARIA DE ALMEIDA PRADO ;603;JARDIM PEDRO OMETTO;17212586;36245660;NULL;;JAU;;;JAU;SP;14;EMEFMMAGALHAES@GMAIL.COM;AVENIDA
0;ANA ROSA PROFESSORA EMEIF;TAQUARITINGA;MUNICIPAL;;RUA JOSE THEODORO PUZZI;515;VILA MARIANA;14955000;32661123;32663033;;BORBOREMA;;;BORBOREMA;SP;16;EMEIANAROSA@IFI.COM.BR;CHACARA MUNICIPAL
0;CARAMINGUAVA II EMEI ;SAO VICENTE;MUNICIPAL;;RUA L;SN;JARDIM CARAMINGUAVA;11750000;34534745;NULL;;PERUIBE;;;PERUIBE;SP;13;NULL;AVENIDA
0;SAO JOAO BATISTA II EMEI;SAO VICENTE;MUNICIPAL;;AVENIDA A;SN;BALNEARIO SAO JOAO BATISTA;11750000;34541737;NULL;;PERUIBE;;;PERUIBE;SP;13;NULL;AVENIDA
0;RENATO DE FREITAS EMEF;ARACATUBA;MUNICIPAL;;AVENIDA SAO JOAO;89;CARAMURU;16750000;36571113;36971117;;RUBIACEA;;;RUBIACEA;SP;18;EDUCA.CULTURA@RUBIACEA.SP.GOV.BR;RUA
0;EVANGELISTA RODRIGUES DR EMEF;GUARATINGUETA;MUNICIPAL;;RUA DOUTOR BERNARDINO DE CAMPOS;103;CENTRO;12630000;31011478;31031354;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;GRUPAOE196216A@GMAIL.COM;RUA
0;HOLANDA ZOCATELLI BENITO CRECHE E PRE ESCOLA;ADAMANTINA;MUNICIPAL;;RUA AMERICO MANTELLI;95;OSVALDO CRUZ;17700000;35290259;NULL;;OSVALDO CRUZ;;;OSVALDO CRUZ;SP;18;NULL;NULL
0;CHACARA VISTA LINDA NUCLEO DE EDUCACAO INFANTIL MUNICIPAL;SANTOS;MUNICIPAL;;RUA LINCOLN BOLIVAR NEVES;930;CHACARA VISTA LINDA;11250000;33116061;33198006;;BERTIOGA;;;BERTIOGA;SP;13;VIDAESCOLAR.SEDUC@GMAIL.COM;RUA
0;NÚCLEO DE EDUCAÇÃO INFANTIL MUNICIPAL PROFESSORA IRENE VAZ PINTO LYRA;SANTOS;MUNICIPAL;;RUA DOUTOR PEDRO UZZO;875;JARDIM RAPHAEL;11250000;33116041;NULL;;BERTIOGA;;;BERTIOGA;SP;13;NULL;RUA
0;OLDEMAR STOBBE PROF EM;SAO JOSE DO RIO PRETO;MUNICIPAL;;JOSE ELIAS ABRAHAO ;105;RESIDENCIAL GABRIELA;15042067;32176306;NULL;;SAO JOSE DO RIO PRETO;;;SAO JOSE DO RIO PRETO;SP;17;GABRIELA.SMEDU@EMPRO.COM.BR;RUA
0;DOMINGOS PAULA SILVA PROF EMEIEF;GUARATINGUETA;MUNICIPAL;;RUA CECILIA LEOPOLDINA FLEMING;189;QUILOMBO;12630000;31033552;NULL;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E196265@GMAIL.COM;RUA
0;CLESTON MELLO PAIVA PROF EMEIEF;GUARATINGUETA;MUNICIPAL;;RUA ANTENOR DE CASTRO VASCONCELOS;SN;PITEU;12630000;31011329;NULL;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E196277A@GMAIL.COM;RUA
0;ANA FERREIRA MARCONDES PROFESSORA EMEIEF;GUARATINGUETA;MUNICIPAL;;ESTRADA VEREADOR LEONARDO PINTO RIBEIRO;SN;USINA;12630000;31014475;NULL;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E196290A@GMAIL.COM;KM 16
0;EUGENIO SANTOS EM;ITAPETININGA;MUNICIPAL;;ADELAIDE GUEDES ;SN;CENTRO;18270020;32513550;NULL;;TATUI;;;TATUI;SP;15;EMEFEUGENIOSANTOS@TATUI.SP.GOV.BR;PRACA
0;JOAO FLORENCIO EM;ITAPETININGA;MUNICIPAL;;PAULO SETUBAL ;21;CENTRO;18270380;32052732;32514603;;TATUI;;;TATUI;SP;15;EMEFJOAOFLORENCIO@TATUI.SP.GOV.BR;PRACA
0;ACCACIO VIEIRA DE CAMARGO PROF EM;ITAPETININGA;MUNICIPAL;;DEOCACIR DE OLIVEIRA E SILVA ;170;VILA SAO CRISTOVAO;18280018;32515111;NULL;;TATUI;;;TATUI;SP;15;EMEFACCACIO@TATUI.SP.GOV.BR;PRACA
0;JOSE TOMAS BORGES PROF EM;ITAPETININGA;MUNICIPAL;;GUILHERME CORONEL;210;CENTRO;18275108;32052731;32511209;;TATUI;;;TATUI;SP;15;EMEFTOMASBORGES@TATUI.SP.GOV.BR;RUA
0;MAGALY AZAMBUJA DE TOLEDO PROFA EM;ITAPETININGA;MUNICIPAL;;OSMIL MARTINS ;400;JARDIM SANTA RITA DE CASSIA;18274200;32052728;32511602;;TATUI;;;TATUI;SP;15;EMEFMAGALY@TATUI.SP.GOV.BR;RUA
0;MARIA DA CONCEICAO OLIVEIRA MARCONDES PROFA EM;ITAPETININGA;MUNICIPAL;;JUSTO DEL SANTORO CONSTRUTOR;300;JARDIM SAO LUIZ;18276550;32052727;32512655;;TATUI;;;TATUI;SP;15;EMEFMARIAMARCONDES@TATUI.SP.GOV.BR;RUA
0;TERESINHA VIEIRA DE CAMARGO BARROS PROFA EM;ITAPETININGA;MUNICIPAL;;JOSE BASTOS ;100;JARDIM MANOEL DE ABREU;18273045;33057094;NULL;;TATUI;;;TATUI;SP;15;EMEFMABREU@TATUI.SP.GOV.BR;RUA
0;JOSE MENEZES BUENO PROFESSOR EMEF;ITAPETININGA;MUNICIPAL;;JOAQUIM LOURENCO ;50;VILA AMERICANA;18272131;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;APPARECIDA SALLUM PROFESSORA EMEF;ITAPETININGA;MUNICIPAL;;ESTRADA MUNICIPAL JOAO FLORICO;SN;DOS MIRANDAS;18270000;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;ORLANDO BELLUCCI PROFESSOR EMEF;ITAPETININGA;MUNICIPAL;;BAIRRO DOS OLIVEIRAS;SN;DOS OLIVEIRAS;18270000;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;TEREZA RENI FERNANDES ROSSI PROFESSORA EMEF;ITAPETININGA;MUNICIPAL;;ESTRADA TATUI-QUADRA;SN;FAZENDA SHIGUENO;18270970;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;NULL
0;CARLOS ALBERTO LOURENCO PROFESSOR EMEF;ITAPETININGA;MUNICIPAL;;BAIRRO CONGONHAL DE BAIXO;SN;CONGONHAL DE BAIXO;18270000;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;MARIA OLIMPIA BARBOSA LOURENCO PROFESSORA EMEF;ITAPETININGA;MUNICIPAL;;BAIRRO CONGONHAL DE CIMA;SN;CONGONHAL DE CIMA;18270000;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;LUIZ PAES DE ALMEIDA PROFESSOR - LUIZITO EMEF;ITAPETININGA;MUNICIPAL;;QUADRINHA;SN;BAIRRO DA QUADRINHA;18270000;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;MARIA HELENA MACHADO PROFESSORA EMEF;ITAPETININGA;MUNICIPAL;;BAIRRO ENXOVIA DE BAIXO;SN;ENXOVIA DE BAIXO;18270000;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;ALEXANDRE MILANI FILHO PROFESSOR EMEF;ITAPETININGA;MUNICIPAL;;BAIRRO GUAXINGU;SN;GUAXINGU;18270000;32519066;NULL;;TATUI;;;TATUI;SP;15;EMEFSSANTOS@TATUI.SP.GOV.BR;RUA
0;REGINA POMPEIA PINTO PROFA EMEF;GUARATINGUETA;MUNICIPAL;;RUA JOSE RODRIGUES FONTES ;128;SAO JOAO;12630000;31014222;NULL;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E196654A@GMAIL.COM;RUA
0;BENTO DA SILVA HUMMEL VEREADOR EMEIEF;GUARATINGUETA;MUNICIPAL;;PRACA JOSE DO PATROCINIO FIALHO;SN;SAO MIGUEL;12630000;31037000;NULL;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E196666A@GMAIL.COM;RUA
0;JOSE DE GODOY ROSEIRA DIRETOR EMEIEF;GUARATINGUETA;MUNICIPAL;;RUA RANGEL PESTANA;202;MARGEM ESQUERDA;12630000;31014009;NULL;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;EGODOYROSEIRA@GMAIL.COM;RUA
0;CARMELIA FLEMING BITTENCOURT PROFA EMEIEF;GUARATINGUETA;MUNICIPAL;;RUA MELCHIADES DE GODOY;90;EMBAU;12630000;31013450;NULL;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E196691A@GMAIL.COM;RUA
0;MARIA ZELIA FREITAS LORENA EMEIEF;GUARATINGUETA;MUNICIPAL;;RUA CORONEL JOSE JOAQUIM FERREIRA;SN A;EMBAUZINHO;12630000;31015012;31033111;;CACHOEIRA PAULISTA;;;CACHOEIRA PAULISTA;SP;12;E196708A@GMAIL.COM;RUA
0;OLIVIA CAPRANICO PROFA ESCOLA MUNICIPAL;PIRACICABA;MUNICIPAL;;RUA OLGA PAGOTTO SANTIAGO;630;MARIO DEDINI;13412305;34233730;NULL;;PIRACICABA;;;PIRACICABA;SP;19;EM.OLIVIACAPRANICO@PIRACICABA.SP.GOV.BR;RUA
0;ANTONIA JESUINA CAMILLO PIPA ESCOLA MUNICIPAL;PIRACICABA;MUNICIPAL;;RUA MAURO LUIZ COIMBRA;706;LOTEAMENTO SANTA ROSA;13414228;34131526;34137237;;PIRACICABA;;;PIRACICABA;SP;19;EM.ANTONIAPIPA@PIRACICABA.SP.GOV.BR;RUA
0;CASA DO PEQUENO CIDADAO CRECHE;JUNDIAI;MUNICIPAL;;ESTRADA DA BRAGANTINA;SN;SAO JOSE;13232297;40391110;NULL;;CAMPO LIMPO PAULISTA;;;CAMPO LIMPO PAULISTA;SP;11;PEQUENOCIDADAO@OUTLOOK.COM.BR;ESTRADA
0;BAIRRO DO COMERCIO NEI;TAUBATE;MUNICIPAL;;RODOVIA DOS TAMOIOS;KM 45;BAIRRO DO COMERCIO;12260000;39747165;NULL;;PARAIBUNA;;;PARAIBUNA;SP;12;NULL;PRACA
0;BAIRRO CAPITAO MANECO NEI;TAUBATE;MUNICIPAL;;BAIRRO CAPITAO MANECO;SN;BAIRRO CAPITAO MANECO;12260000;NULL;NULL;;PARAIBUNA;;;PARAIBUNA;SP;NULL;NULL;PRACA
