TIPO	NOME	DIRETORIA	DEPENDENCIA ADMINISTRATIVA	CEU	ENDERECO	NUMERO	BAIRRO	CEP	TEL1	TEL2	SITUACAO	DISTRITO	LATITUDE	LONGITUDE	CIDADE	ESTADO	DDD	EMAIL	COMPLEMENTO
0	CARMEM DE JESUS SALLES MADRE EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		RUA ZEQUINHA DE ABREU	121	JARDIM SANTA CLARA	13735290	36650232	NULL		MOCOCA			MOCOCA	SP	19	EMEBMADRECARMEM@LIVE.COM	RUA
0	GUIOMAR VASCONCELOS DE LIMA PROFESSORA EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		RUA RORAIMA	250	JARDIM NOVA MOCOCA	13731340	36650220	NULL		MOCOCA			MOCOCA	SP	19	EMEB_GUIOMAR@HOTMAIL.COM	RUA
0	YVETHE OLYNTHO REHDER PROFESSORA EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		RUA HUMBERTO CUNALI	90	VILA SANTA ROSA	13731089	36650250	NULL		MOCOCA			MOCOCA	SP	19	EMEBYVETHE@GMAIL.COM	RUA
0	ARCHIBALD REHDER EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		FRANCISCO JOSE DIAS LIMA 	SN	CONJUNTO HABITACIONAL FRANCISCO GAROFALO	13736845	36568234	NULL		MOCOCA			MOCOCA	SP	19	EMEBARCHIBALDI@LIVE.COM	AVENIDA
0	LYDIA PEREIRA LIMA TALIBERTI EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		ANTONIO AMADIO 	228	CONJUNTO HABITACIONAL GILBERTO ROSSETTI	13737390	36650227	NULL		MOCOCA			MOCOCA	SP	19	EMEBLYDIA@LIVE.COM	RUA
0	ADA PARISI PROFESSORA EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		AVENIDA DOS LIRIOS	400	CENTRO	13720000	36829359	NULL		SAO JOSE DO RIO PARDO			SAO JOSE DO RIO PARDO	SP	19	ADAPARISI@SAOJOSEDORIOPARDO.SP.GOV.BR	AVENIDA
0	BENEDITA DOS REIS APOLINARIO PROFESSORA CRECHE EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		RUA JOSE FAGIOLO	255	DOMINGOS DE SYLLOS	13720000	36827852	NULL		SAO JOSE DO RIO PARDO			SAO JOSE DO RIO PARDO	SP	19	BENEDITAPOLINARIO@SAOJOSEDORIOPARDO.SP.GOV.BR	AVENIDA
0	ALICE VILLELA PEREIRA DIAS CRECHE EMEB	SAO JOAO DA BOA VISTA	MUNICIPAL		RUA NEZIO FELISBERTO	81	VALE DO REDENTOR IV	13720000	36827855	NULL		SAO JOSE DO RIO PARDO			SAO JOSE DO RIO PARDO	SP	19	ALICEVILELA@SAOJOSEDORIOPARDO.SP.GOV.BR	PREDIO
0	DENISE PRADO DO CARMO PROFESSORA EMEI	SAO JOAO DA BOA VISTA	MUNICIPAL		RUA DOMICIANO JOSE DE SOUZA	SN	VILA MARIANA	13760000	36571524	NULL		TAPIRATIBA			TAPIRATIBA	SP	19	ESCOLABENEDITO@ITELEFONICA.COM.BR	RUA
0	MARIA LUCIA TRIPOLONI PROFESSORA EMEI	SAO JOAO DA BOA VISTA	MUNICIPAL		PRACA RUI BARBOSA	SN	CENTRO	13760000	36571524	NULL		TAPIRATIBA			TAPIRATIBA	SP	19	EDUCACAOTAP@HOTMAIL.COM	RUA
0	CATHARINA SINOTTI EMEIEF	PIRASSUNUNGA	MUNICIPAL		RUA AMAZONAS	880	JARDIM KAMEL	13632405	35621177	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	ROTARY CLUBE EMEI	PIRASSUNUNGA	MUNICIPAL		RUA CORONEL FRANCO	996	CENTRO	13630136	35621534	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	LENIRA PAPA PROFA EMEIEF	PIRASSUNUNGA	MUNICIPAL		RUA ALFREDO BIANCO	1701	JARDIM LARANJEIRAS	13635160	35621538	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	ADELIA FERNANDES BRUNO CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		RUA GUIANA	1000	VILA ESPERANCA	13635109	35621524	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	OLIMPIO GUIGUER TENENTE CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		RUA FRANCISCO CARUSO	1099	VILA SAO PEDRO	13632110	35614962	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	CRECHEOLYMPIOGUIGUER@IG.COM.BR	RUA
0	ABBIBE APPES EMEI JORNADA AMPLIADA	PIRASSUNUNGA	MUNICIPAL		RUA EUNILDO CREMONESE	675	JARDIM LIMOEIRO	13641044	35651717	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	NEDY DE OLIVEIRA CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		RUA ANGELO VICTORIO SERAPHIM	1052	VILA SANTA TEREZINHA	13636127	35621539	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	MARLY TERESINHA CONTATTO GAVIOLI PROFA EMEIEF	PIRASSUNUNGA	MUNICIPAL		RUA SAO PEDRO	SN	VILA SANTA FE	13640409	35651183	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	TEREZINHA SUELI KREMPEL MAROSTEGAN PROFA EMEI	PIRASSUNUNGA	MUNICIPAL		RUA FREDERICO OZANAM	1874	VILA REDENCAO	13633370	35621536	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	ALICE LEBEIS PROFA EMEI	PIRASSUNUNGA	MUNICIPAL		RUA ARISTOTELES DE OLIVEIRA	1356	VILA SANTA TEREZINHA	13636120	35621526	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	BELMIRO WALMOR URBAN PROF EMEI	PIRASSUNUNGA	MUNICIPAL		PRACA SANTO ANTONIO	40	CENTRO	13631082	35621521	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	PRACA
0	CANTINHO FELIZ PROFA EMMA BERRETA CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		RUA SAO PEDRO	SN	VILA SANTA FE	13640409	35651169	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	EITEL ARANTES DIX DR EMEI JORNADA AMPLIADA	PIRASSUNUNGA	MUNICIPAL		AVENIDA DAS NACOES	475	VILA ESPERANCA	13635098	35619993	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	AVENIDA
0	LOURDES CONCEICAO GUELLI VICTORELLI PROFA CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		RUA PANAMA	1151	VILA ESPERANCA	13635097	35621537	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	NELSON RIBEIRO DR CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		JOSE DIOGUINHO BALDOVINOTI 	4901	JARDIM BRASILIA	13631600	35619866	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	PAULO MARSIGLIO DR CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		RUA ANTONIO ROSIM	1601	JARDIM ROSIM	13634108	35615938	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	PAULOMARSIGLIO@ITELEFONICA.COM.BR	RUA
0	SALVADOR ANDREETTA PADRE EMEI JORNADA AMPLIADA	PIRASSUNUNGA	MUNICIPAL		RUA DOUTOR JOSE MARSIGLIO FILHO	3637	JARDIM ROMA	13631302	35621542	NULL		PIRASSUNUNGA			PIRASSUNUNGA	SP	19	NULL	RUA
0	IMACULADA CONCEICAO CRECHE MUNICIPAL	PIRASSUNUNGA	MUNICIPAL		RUA DOUTOR JOSE TIBIRICA	593	CENTRO	13625000	35671320	35677283		SANTA CRUZ DA CONCEICAO			SANTA CRUZ DA CONCEICAO	SP	19	EM.MARIAHERMINIA@BOL.COM.BR	RUA
0	FABIOLA B H DELLA LIBERA PROFA EMEB	PIRASSUNUNGA	MUNICIPAL		RUA SIQUEIRA CAMPOS	399	PARQUE SAO MANOEL	13616450	35712866	NULL		LEME			LEME	SP	19	CRECHEFABIOLAD@GMAIL.COM	RUA
0	EDUARDA SCHAEFFERS MADRE EMEB	PIRASSUNUNGA	MUNICIPAL		AVENIDA 29 DE AGOSTO	1126	CENTRO	13610210	35716824	NULL		LEME			LEME	SP	19	MADRE.EDUARDA@YAHOO.COM.BR	AVENIDA
0	VIRGINIA LEME S FRANCO EMEB	PIRASSUNUNGA	MUNICIPAL		RUA PORTINARI	360	JARDIM BERBEL	13617530	35545865	NULL		LEME			LEME	SP	19	EMEI.CRECHEVIRGINIA@GMAIL.COM	RUA
0	VIVIANE DE CASSIA MARCHI EMEB	PIRASSUNUNGA	MUNICIPAL		RUA SIQUEIRA CAMPOS	425	PARQUE SAO MANOEL	13616450	35548250	NULL		LEME			LEME	SP	19	EMEIVIVIANECMARCHI@HOTMAIL.COM	RUA
0	PROFA MARIQUITA TEROSSI	PIRASSUNUNGA	MUNICIPAL		EVELIN CASSEB TAUFIC 	110	JARDIM UNIVERSITARIO	13615173	35541479	NULL		LEME			LEME	SP	19	EMEBMARIQUITATEROSSI@GMAIL.COM	RUA
0	CECILIA DE SOUZA QUEIROZ EMEB	PIRASSUNUNGA	MUNICIPAL		RUA JORGE HILSDORF	47	VILA HILSDORF	13611400	35717614	NULL		LEME			LEME	SP	19	EMEICECILIA1@YAHOO.COM.BR	RUA
0	MALACKEY TAUFIC DE ALBUQUERQUE PROFA EMEB	PIRASSUNUNGA	MUNICIPAL		RUA BAZILIO VILLA RIOS	280	BARRA FUNDA	13617060	35541704	NULL		LEME			LEME	SP	19	EMEFALBUQUERQUE@HOTMAIL.COM	RUA
0	DIRCE DE SOUZA GISMENES PROFA EMEB	PIRASSUNUNGA	MUNICIPAL		RUA FRANCISCO ANITELLI	45	JARDIM SANTA PAULA	13611014	35541072	NULL		LEME			LEME	SP	19	EMEFDIRCE@HOTMAIL.COM	RUA
0	MARIA LEME DE QUEIROZ PROFA EMEB	PIRASSUNUNGA	MUNICIPAL		RUA DA  INDEPENDENCIA	44	VILA BANCARIA	13610589	35713007	NULL		LEME			LEME	SP	19	EMEBMARIALEME@GMAIL.COM	RUA
0	GESSIA PEIXE DE MOURA HILDEBRAND PROFA EMEB	PIRASSUNUNGA	MUNICIPAL		AVENIDA ALBINO ALVES DE CAMARGO	277	JARDIM CAPITOLIO	13610420	35719182	NULL		LEME			LEME	SP	19	GESSIAPEIXE@GMAIL.COM	AVENIDA
0	ALAYDE DE FIGUEIREDO PALMA CANASSA EMEFEI	RIBEIRAO PRETO	MUNICIPAL		RUA ERNESTO MARCHIORI CAMPOS	SN	CECAP	14350000	36653999	36659589		ALTINOPOLIS			ALTINOPOLIS	SP	16	ESCOLAALAYDE@ALTINOPOLIS.SP.GOV.BR	RUA
0	EMIRENA VIEIRA DA FONSECA FIGUEIREDO EMEI	RIBEIRAO PRETO	MUNICIPAL		RUA MIGUEL HISSA	SN	CDHU SILENO CRIVELENTI	14350000	36654032	NULL		ALTINOPOLIS			ALTINOPOLIS	SP	16	DEPINFANTILALTINOPOLIS@GMAIL.COM	RUA
0	MIGUEL ANGELO SABIA EMEFEI	RIBEIRAO PRETO	MUNICIPAL		AVENIDA CORONEL ANTONIO JUSTINO DE FIGUEIREDO	SN	JARDIM ESPLANADA	14350000	36659580	NULL		ALTINOPOLIS			ALTINOPOLIS	SP	16	MIGUELANGELOSABIA@GMAIL.COM	RUA
0	TEREZINHA FERNANDES ROSSI EMEI	CARAGUATATUBA	MUNICIPAL		RUA DOMINGO PEDRO OLIVEIRA	335	PEDREIRA	11680000	38321150	NULL		UBATUBA			UBATUBA	SP	12	EMEITERESINHA@HOTMAIL.COM	RUA
0	BASILIO CONSOLINE EMEB	JUNDIAI	MUNICIPAL		JOAO BERNARDO 	50	BAIRRO DA PONTE	13251711	45246055	45384753		ITATIBA			ITATIBA	SP	11	EMEF_BASILIO@YAHOO.COM.BR	RUA
0	MARA CABRAL SIMOES ALEGRE PROFA EMEB	JUNDIAI	MUNICIPAL		RUA JOSEFINA FATORI PADOVANI	SN	RECANTO PRINCESA DA COLINA	13255861	45245478	NULL		ITATIBA			ITATIBA	SP	11	EMEBMARACABRAL@GMAIL.COM	RUA
0	MARIA APARECIDA TOMAZINI PROFA EMEB	JUNDIAI	MUNICIPAL		ESTRADA MUNICIPAL BRASILIO FRANCISCON	KM 16	MORRO AZUL	13254850	45244547	NULL		ITATIBA			ITATIBA	SP	11	EMEB.TOMAZINI@GMAIL.COM	ESTRADA
0	MARIA SALLES DE SOUZA PROFA EMEB	JUNDIAI	MUNICIPAL		ADOLPHO PECORARI 	SN	MOMBUCA	13256800	45244565	NULL		ITATIBA			ITATIBA	SP	11	EMEBMARIASALLES@GMAIL.COM	KM 06
0	SEBASTIAO DE CAMARGO PIRES EMEB	JUNDIAI	MUNICIPAL		RODOVIA ALKINDAR MONTEIRO JUNQUEIRA 	SN	SANTA CRUZ DOS PIRES	13252810	45387018	45387591		ITATIBA			ITATIBA	SP	11	ESCOLADOSPIRES@HOTMAIL.COM	KM 32
0	VERA LUCIA CARRIDE DE PALMA PROFA EMEB	JUNDIAI	MUNICIPAL		DIOGO MONTANHEZ 	SN	BAIRRO TAPERA GRANDE	13255731	45384647	NULL		ITATIBA			ITATIBA	SP	11	EMEBVERALUCIA@HOTMAIL.COM	KM 12
0	ODILA RICHTER PROFA EMEB	JUNDIAI	MUNICIPAL		RUA UM	61	BOM JARDIM	13213415	48154955	NULL		JUNDIAI			JUNDIAI	SP	11	EMEBORICHTER@JUNDIAI.SP.GOV.BR	RUA
0	OSCAR AUGUSTO GUELLI PROF EMEB	JUNDIAI	MUNICIPAL		JOAO BATISTA SPIANDORELLO 	2151	ROSEIRA	13218880	45843009	NULL		JUNDIAI			JUNDIAI	SP	11	EMEBOGUELLI@JUNDIAI.SP.GOV.BR	AVENIDA
0	MARGARIDA ALHER DE GOES EMEI	PIRAJU	MUNICIPAL		RUA SANTA CATARINA	51	CENTRO	18840000	33871232	33871297		SARUTAIA			SARUTAIA	SP	14	NULL	RUA
0	MARIVALDO TONON EM	PIRAJU	MUNICIPAL		RUA ANGELO BERGAMO	SN	AGUAS VIRTUOSAS	18830000	33851103	NULL		TEJUPA			TEJUPA	SP	14	EMEFMARIVALDOTONON@HOTMAIL.COM	RUA
0	JULIA MARIA DE JESUS EMEI	PIRAJU	MUNICIPAL		RUA GAMALHER TRISTAO	10	RIBEIRO BONITO	18830000	33859002	NULL		TEJUPA			TEJUPA	SP	14	EDUCACAOTEJUPA@BOL.COM.BR	RUA
0	YOLANDA MARINHO LESSA PROFESSORA EMEIEF	PIRAJU	MUNICIPAL		RUA MAJOR DIOGO GOULART	16	VILA JURUMIRIM	18800000	33511810	33518608		PIRAJU			PIRAJU	SP	14	YOLANDAMLESSA@GMAIL.COM	RUA
0	JOAO BATISTA PINTO EDUCANDARIO MUNICIPAL	ANDRADINA	MUNICIPAL		AVENIDA PEROBAL	1238	CENTRO	16850000	36981322	NULL		LAVINIA			LAVINIA	SP	18	COORDENACAOEMEF@HOTMAIL.COM	RUA
0	ANTONIETA BIM STORTI EMEIEF E SUPLENCIA	ANDRADINA	MUNICIPAL		RUA ANTONIO CALESTINI	316	CENTRO	16950000	37881138	NULL		MURUTINGA DO SUL			MURUTINGA DO SUL	SP	18	ESCOLABIMSTORTI@MURUTINGADOSUL.SP.GOV.BR	RUA
0	JOSE AGRELLI PROFESSOR EMEIEF	JOSE BONIFACIO	MUNICIPAL		AVENIDA FELIX BUISSA	905	DOUTOR  JORGE CARNEIRO DE CAMPOS	15150000	32750251	32751201		MONTE APRAZIVEL			MONTE APRAZIVEL	SP	17	JOSEAGRELLI@ITELEFONICA.COM.BR	RUA
0	MARIA ELISA B COUTO CHALUPPE PROFA EMEF	ITAPEVI	MUNICIPAL		RUA SERGIO BERRINGER	125	VILA SAO LUIZ (CENTRO)	6411260	41637248	41987900		BARUERI			BARUERI	SP	11	EMEF.MARIAELISA@BARUERI.SP.GOV.BR	RUA
0	MONTEIRO LOBATO EMEI	ANDRADINA	MUNICIPAL		PRACA ESTACAO FERROVIARIA	350	CENTRO	16980000	37050233	NULL		GUARACAI			GUARACAI	SP	18	PMG.EDUCACAO@OUTLOOK.COM	RUA
0	BRANCA DE OLIVEIRA ABREU REIS PROFA EMEI	GUARATINGUETA	MUNICIPAL		RUA MANOEL JORDAO DE ABREU	8	CENTRO	12820000	31071268	NULL		AREIAS			AREIAS	SP	12	NULL	TRAVESSA
0	PEDRO SENNE VARAJAO EMEI	GUARATINGUETA	MUNICIPAL		AVENIDA FORTUNATO LOBAO	SN	CENTRO	12830000	31171006	31172119		SAO JOSE DO BARREIRO			SAO JOSE DO BARREIRO	SP	12	EMEIPEDROSENNE@BOL.COM.BR	RUA
0	AUREA MENDES PROFA CEMEI	BARRETOS	MUNICIPAL		AVENIDA 25	240	BOM JESUS DA LAPA	14790000	33316835	99784573		GUAIRA			GUAIRA	SP	17	NULL	PRACA
0	EUNISSE ESPERANCINE MOREIRA PROFA CEMEI	BARRETOS	MUNICIPAL		RUA 5	1320	ANICETO CARLOS NOGUEIRA	14790000	33320685	99784536		GUAIRA			GUAIRA	SP	17	NULL	PREDIO
0	MOACIR GARCIA PRADO PROF CEMEI	BARRETOS	MUNICIPAL		RUA 12 	55	CENTRO	14790000	33315790	99784572		GUAIRA			GUAIRA	SP	17	NULL	PRACA
0	NERYLDE GOMES SILVA GARCIA PROFA CEMEI	BARRETOS	MUNICIPAL		RUA 34	152	VILA NOSSA SENHORA APARECIDA	14790000	33320571	99784564		GUAIRA			GUAIRA	SP	17	NULL	PRACA
0	APARECIDA BERNARDI DO AMARAL PROFA EMEB	JUNDIAI	MUNICIPAL		UVA PAULISTINHA 	50	MORADA DAS VINHAS	13214707	45828626	NULL		JUNDIAI			JUNDIAI	SP	11	EAMARAL@JUNDIAI.SP.GOV.BR	RUA
0	PINGO DE GENTE EMEIEF	JAU	MUNICIPAL		RUA 7 DE MAIO	210	CENTRO	17270000	32951117	NULL		BORACEIA			BORACEIA	SP	14	PMBORACEIA@SISTCOM.COM	RUA
0	JOSE JETER RAFANELLI PROF CMEI	JAU	MUNICIPAL		RUA DONA ANTONIA RIBEIRO DE BARROS FREITAS	15	VILA XV	17211190	36247701	NULL		JAU			JAU	SP	14	JJRAFANELLI@YAHOO.COM.BR	RUA
0	BAIRRO DA OLARIA CMEI DO	JAU	MUNICIPAL		RUA ANTONIO IONTA	89	JARDIM CONCORDE (POTUNDUVA)	17220074	36291160	NULL		JAU			JAU	SP	14	ELIZABETELOURE123@GMAIL.COM	RUA
0	MARIA DE LOURDES CAMARGO MELLO PROFA CMEI DA EMEF	JAU	MUNICIPAL		AVENIDA NENE GALVAO	55	JARDIM JORGE ATALLA	17211477	36228899	NULL		JAU			JAU	SP	14	MLCAMARGOMELLO@YAHOO.COM.BR	AVENIDA
0	GEMMA CARDILLO FERRARI PROFA EMEI	JAU	MUNICIPAL		RUA DOM PEDRO I	68	JARDIM NETINHO PRADO	17208080	36249443	NULL		JAU			JAU	SP	14	CASTELLO_BUORO@YAHOO.COM.BR	RUA
0	ROMILDA LEONOR DE CONTI PROFA CMEI	JAU	MUNICIPAL		RUA JOAQUIM PIRES	60	JARDIM VILA MARIA	17208350	36266077	NULL		JAU			JAU	SP	14	CASTELLO_BUORO@YAHOO.COM.BR	RUA
0	BAIRRO POUSO ALEGRE DE BAIXO EMEIS DO	JAU	MUNICIPAL		HUMBERTO RINALDI 	SN	POUSO ALEGRE DE BAIXO	17206700	36231191	NULL		JAU			JAU	SP	14	EMEFJOAOPACHECO@YAHOO.COM.BR	RUA
0	VILA RIBEIRO CMEI DA	JAU	MUNICIPAL		RUA DONA MARGARIDA DE OLIVEIRA RIBEIRO DE BARROS 	444	VILA RIBEIRO	17213842	36261101	NULL		JAU			JAU	SP	14	VRPROCOPIO@GMAIL.COM	RUA
0	HILARINHO CRECHE CMEI	JAU	MUNICIPAL		RUA PRUDENTE DE MORAES 	1019	VILA NOVA 	17205160	36225499	36252552		JAU			JAU	SP	14	CAETANOPERLATTI_JAU@HOTMAIL.COM	RUA
0	ANTONIO DE SOUZA AMARAL PROF CMEI	JAU	MUNICIPAL		RUA VISCONDE DO RIO BRANCO	273	CENTRO	17201080	36245765	NULL		JAU			JAU	SP	14	CMEISANTONIODILCE@GMAIL.COM	RUA
0	MARIA ELENA DE LIMA POLONI PROFA CMEI	JAU	MUNICIPAL		RUA SANTO ANTONIO	285	DISTRITO DE POTUNDUVA (POTUNDUVA)	17220144	36291248	NULL		JAU			JAU	SP	14	PAULINHA25JAU@HOTMAIL.COM	RUA
0	DILCE DE SILOS MAYRIQUES PROFA CMEI	JAU	MUNICIPAL		RUA VISCONDE DO RIO BRANCO	772	CENTRO	17201533	36247716	NULL		JAU			JAU	SP	14	CMEIDILCE@GMAIL.COM	PRACA
0	NELI NASSIF PROFA EMEI	JAU	MUNICIPAL		RUA SAMPAIO BUENO	989	VILA NOVA JAU	17204020	36245298	NULL		JAU			JAU	SP	14	CMEINELINASSIF@GMAIL.COM	RUA
0	JARDIM PEDRO OMETTO CMEI DO	JAU	MUNICIPAL		AVENIDA JOSE MARIA DE ALMEIDA PRADO	603	JARDIM PEDRO 0METTO	17212586	36245660	NULL		JAU			JAU	SP	14	EMEFMMAGALHAES@GMAIL.COM	AVENIDA
0	EMEB DO CAIC PROFESSOR GILBERTO DALLA VECCHIA	RIBEIRAO PRETO	MUNICIPAL		RUA CORONEL JOAQUIM MARQUES	1260	DISTRITO INDUSTRIAL	14300000	37617411	NULL		BATATAIS			BATATAIS	SP	16	ESCOLADOCAIC@GMAIL.COM	AVENIDA
0	FRANCISCO AMBROSIO DE AZEVEDO EM	CARAPICUIBA	MUNICIPAL		FRANCISCO DE ASSIS SAO	80	JARDIM MONTE SANTO	6700298	47032183	NULL		COTIA			COTIA	SP	11	AMBROSIO.ESCOLA@IG.COM.BR	RUA
0	RECANTO VISTA ALEGRE ESCOLA MUNICIPAL	CARAPICUIBA	MUNICIPAL		SUDAO 	115	RECANTO VISTA ALEGRE	6702205	46150376	47036523		COTIA			COTIA	SP	11	EMRECANTOVISTAALEGRE@COTIA.SP.GOV.BR	RUA
0	RITA HERDUVIRGES FORTES CENTRO EDUCACIONAL	CARAPICUIBA	MUNICIPAL		SALMA 	810	PARQUE SAO GEORGE	6708090	47025753	NULL		COTIA			COTIA	SP	11	CEFORTES@IG.COM.BR	RUA
0	VITORIA REGIA CENTRO EDUCACIONAL	CARAPICUIBA	MUNICIPAL		JOSE LOPES NETO 	384	CENTRO (CAUCAIA DO ALTO)	6725110	46112418	46119332		CAUCAIA DO ALTO			COTIA	SP	11	CE_VITORIA_REGIA@HOTMAIL.COM	RUA
0	JOAO EVANGELISTA DE OLIVEIRA ESCOLA MUNICIPAL	SAO ROQUE	MUNICIPAL		RUA MARIO SCARVANCE	83	JARDIM BETHANIA	6730000	41593235	NULL		VARGEM GRANDE PAULISTA			VARGEM GRANDE PAULISTA	SP	11	EMJOAOEVANGELISTA@HOTMAIL.COM	RUA
0	PAULINO RAMOS DE ALMEIDA ESCOLA MUNICIPAL	SAO ROQUE	MUNICIPAL		RUA IRARA	42	JARDIM BELA VISTA	6730000	41593257	NULL		VARGEM GRANDE PAULISTA			VARGEM GRANDE PAULISTA	SP	11	EMPAULINORAMOS@GMAIL.COM	RUA
0	ABEL FERRAZ DE SOUZA ESCOLA MUNICIPAL	SAO ROQUE	MUNICIPAL		RUA SOLIMOES	411	JARDIM PORTAO VERMELHO	6730000	41594029	NULL		VARGEM GRANDE PAULISTA			VARGEM GRANDE PAULISTA	SP	11	EMABELFERRAZ@GMAIL.COM	RUA
0	ANGELO POLIZEL EMEIF	BIRIGUI	MUNICIPAL		RUA CASTRO ALVES	240	CENTRO	16280000	36471134	36481176		JURITIS			GLICERIO	SP	18	EMEIFJURITIS@HOTMAIL.COM	RUA
0	ASSUMPTA SEGANTIM NEGRI EMEB	JUNDIAI	MUNICIPAL		IPES 	80	VILA ALVORADA	13211280	45820719	NULL		JUNDIAI			JUNDIAI	SP	11	EMEBANEGRI@JUNDIAI.SP.GOV.BR	ALAMEDA
0	CINIRA CARDONA MAZZALI PROFA EMEB	JUNDIAI	MUNICIPAL		MANOEL ALMEIDA CURADO 	200	JARDIM TAMOIO	13219220	45329084	45334069		JUNDIAI			JUNDIAI	SP	11	EMAZZALI@JUNDIAI.SP.GOV.BR	RUA
0	CLEONICE ADOLPHO DE FARIA PROFA EMEB	JUNDIAI	MUNICIPAL		R DOM JOAO VI	101	JD GUANABARA	13211811	45824704	NULL		JUNDIAI			JUNDIAI	SP	11	EFARIA@JUNDIAI.SP.GOV.BR	RUA
0	MARIA GEMMA GENNARI CARTURAN PROFA EMEB	JUNDIAI	MUNICIPAL		JOAO XAVIER DIAS DA COSTA CAPITAO	66	VILA ROSSI	13218550	45263839	NULL		JUNDIAI			JUNDIAI	SP	11	ECARTURAN@JUNDIAI.SP.GOV.BR	RUA
0	NAMAN TAYAR PROF EMEB	JUNDIAI	MUNICIPAL		PRIMO FILIPPINI 	170	JARDIM ANGELA	13218500	45877632	NULL		JUNDIAI			JUNDIAI	SP	11	EMEBNTAYAR@JUNDIAI.SP.GOV.BR	RUA
0	REYNALDO DE MONTALVAO BASILE PROF EMEB	JUNDIAI	MUNICIPAL		BAHIA 	35	JARDIM TARUMA	13216490	45842653	NULL		JUNDIAI			JUNDIAI	SP	11	EBASILE@JUNDIAI.SP.GOV.BR	RUA
0	PARAPUA EMEI DE	TUPA	MUNICIPAL		RUA SAO LUIZ	25	CENTRO	17730000	35821528	NULL		PARAPUA			PARAPUA	SP	18	EMEIDEPARAPUA@YAHOO.COM.BR	RUA
0	MARIA DE ASSIS GONCALVES EMEI	ADAMANTINA	MUNICIPAL		Avenida Imaculada Ienny	433	CENTRO	17960000	97269361	NULL		MONTE CASTELO			MONTE CASTELO	SP	18	PMMONTECASTELO@ABCREDE.COM.BR	RUA
0	MATSUO KOSHIYAMA PROF EM	ADAMANTINA	MUNICIPAL		RUA PROFESSOR STELLIO MACHADO LOUREIRO	205	CENTRO	17960000	38557001	NULL		MONTE CASTELO			MONTE CASTELO	SP	18	NULL	RUA
0	AURORA DALVA ARANTES DE CARVALHO EMEI	ADAMANTINA	MUNICIPAL		AVENIDA  RIO DE JANEIRO	631	CENTRO	17920000	38721555	NULL		OURO VERDE			OURO VERDE	SP	18	EMEI.AURORA@YAHOO.COM.BR	RUA
0	SANTA MERCEDES EMEI DE	ADAMANTINA	MUNICIPAL		MARECHAL FLORIANO PEIXOTO	1	CENTRO	17940000	38751221	NULL		SANTA MERCEDES			SANTA MERCEDES	SP	18	EDUPP97@HOTMAIL.COM	
0	ALCEBIADES LEONEL MACHADO EMEF	VOTORANTIM	MUNICIPAL		R LOURDES DIAS DE BARROS	200	JUNDIACANGA	18190000	NULL	NULL		ARACOIABA DA SERRA			ARACOIABA DA SERRA	SP	  	EMEFALCEBIADESLEONEL@GMAIL.COM	ESTRADA
0	ARCO IRIS ANA PAULA GARCIA MAZZER CEMCEI	VOTORANTIM	MUNICIPAL		RUA CAPITAO MORAES	1557	COTIANOS	18170000	32442361	NULL		PIEDADE			PIEDADE	SP	15	CEMCEIARCOIRIS.PIEDADE@BOL.COM.BR	AVENIDA
